row_id,prefix_end,stage,is_full_sentence,global_prefix_id,sentence,label,type,location,ambiguous_lemma,cue_start_lemma,cue_end_lemma,morphological_parsing,lemma_split,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,n_tokens
0,0,pre_ambiguity,False,0,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,1,pre_ambiguity,False,1,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,2,pre_ambiguity,False,2,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,3,pre_ambiguity,False,3,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,4,pre_ambiguity,False,4,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,5,pre_ambiguity,False,5,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,6,pre_ambiguity,False,6,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,7,pre_ambiguity,False,7,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,8,pre_ambiguity,False,8,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
0,9,pre_ambiguity,False,9,Gidiyordu ama bizim kiracı da daire dönüşlerinde ev arama niyetiyle hareket ediyordu.,nominalizer,syntactic,after,arama,niyetiyle,niyetiyle,ara-NMLZ,ara-ma,52,57,58,67,12,13,14,16,22
